"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"France","2018","Total","Female","Total","Data tabulated by year of occurrence","Final figure, complete","2020","299898",""
"France","2018","Total","Female","0","Data tabulated by year of occurrence","Final figure, complete","2020","1144",""
"France","2018","Total","Female","1","Data tabulated by year of occurrence","Final figure, complete","2020","78",""
"France","2018","Total","Female","1 - 4","Data tabulated by year of occurrence","Final figure, complete","2020","208",""
"France","2018","Total","Female","2","Data tabulated by year of occurrence","Final figure, complete","2020","49",""
"France","2018","Total","Female","3","Data tabulated by year of occurrence","Final figure, complete","2020","45",""
"France","2018","Total","Female","4","Data tabulated by year of occurrence","Final figure, complete","2020","36",""
"France","2018","Total","Female","5","Data tabulated by year of occurrence","Final figure, complete","2020","27",""
"France","2018","Total","Female","5 - 9","Data tabulated by year of occurrence","Final figure, complete","2020","134",""
"France","2018","Total","Female","6","Data tabulated by year of occurrence","Final figure, complete","2020","36",""
"France","2018","Total","Female","7","Data tabulated by year of occurrence","Final figure, complete","2020","21",""
"France","2018","Total","Female","8","Data tabulated by year of occurrence","Final figure, complete","2020","27",""
"France","2018","Total","Female","9","Data tabulated by year of occurrence","Final figure, complete","2020","23",""
"France","2018","Total","Female","10","Data tabulated by year of occurrence","Final figure, complete","2020","32",""
"France","2018","Total","Female","10 - 14","Data tabulated by year of occurrence","Final figure, complete","2020","130",""
"France","2018","Total","Female","11","Data tabulated by year of occurrence","Final figure, complete","2020","15",""
"France","2018","Total","Female","12","Data tabulated by year of occurrence","Final figure, complete","2020","25",""
"France","2018","Total","Female","13","Data tabulated by year of occurrence","Final figure, complete","2020","31",""
"France","2018","Total","Female","14","Data tabulated by year of occurrence","Final figure, complete","2020","27",""
"France","2018","Total","Female","15","Data tabulated by year of occurrence","Final figure, complete","2020","41",""
"France","2018","Total","Female","15 - 19","Data tabulated by year of occurrence","Final figure, complete","2020","273",""
"France","2018","Total","Female","16","Data tabulated by year of occurrence","Final figure, complete","2020","53",""
"France","2018","Total","Female","17","Data tabulated by year of occurrence","Final figure, complete","2020","45",""
"France","2018","Total","Female","18","Data tabulated by year of occurrence","Final figure, complete","2020","70",""
"France","2018","Total","Female","19","Data tabulated by year of occurrence","Final figure, complete","2020","64",""
"France","2018","Total","Female","20","Data tabulated by year of occurrence","Final figure, complete","2020","64",""
"France","2018","Total","Female","20 - 24","Data tabulated by year of occurrence","Final figure, complete","2020","350",""
"France","2018","Total","Female","21","Data tabulated by year of occurrence","Final figure, complete","2020","80",""
"France","2018","Total","Female","22","Data tabulated by year of occurrence","Final figure, complete","2020","71",""
"France","2018","Total","Female","23","Data tabulated by year of occurrence","Final figure, complete","2020","68",""
"France","2018","Total","Female","24","Data tabulated by year of occurrence","Final figure, complete","2020","67",""
"France","2018","Total","Female","25","Data tabulated by year of occurrence","Final figure, complete","2020","94",""
"France","2018","Total","Female","25 - 29","Data tabulated by year of occurrence","Final figure, complete","2020","496",""
"France","2018","Total","Female","26","Data tabulated by year of occurrence","Final figure, complete","2020","86",""
"France","2018","Total","Female","27","Data tabulated by year of occurrence","Final figure, complete","2020","79",""
"France","2018","Total","Female","28","Data tabulated by year of occurrence","Final figure, complete","2020","109",""
"France","2018","Total","Female","29","Data tabulated by year of occurrence","Final figure, complete","2020","128",""
"France","2018","Total","Female","30","Data tabulated by year of occurrence","Final figure, complete","2020","101",""
"France","2018","Total","Female","30 - 34","Data tabulated by year of occurrence","Final figure, complete","2020","685",""
"France","2018","Total","Female","31","Data tabulated by year of occurrence","Final figure, complete","2020","121",""
"France","2018","Total","Female","32","Data tabulated by year of occurrence","Final figure, complete","2020","145",""
"France","2018","Total","Female","33","Data tabulated by year of occurrence","Final figure, complete","2020","155",""
"France","2018","Total","Female","34","Data tabulated by year of occurrence","Final figure, complete","2020","163",""
"France","2018","Total","Female","35","Data tabulated by year of occurrence","Final figure, complete","2020","179",""
"France","2018","Total","Female","35 - 39","Data tabulated by year of occurrence","Final figure, complete","2020","1107",""
"France","2018","Total","Female","36","Data tabulated by year of occurrence","Final figure, complete","2020","211",""
"France","2018","Total","Female","37","Data tabulated by year of occurrence","Final figure, complete","2020","244",""
"France","2018","Total","Female","38","Data tabulated by year of occurrence","Final figure, complete","2020","225",""
"France","2018","Total","Female","39","Data tabulated by year of occurrence","Final figure, complete","2020","248",""
"France","2018","Total","Female","40","Data tabulated by year of occurrence","Final figure, complete","2020","292",""
"France","2018","Total","Female","40 - 44","Data tabulated by year of occurrence","Final figure, complete","2020","1915",""
"France","2018","Total","Female","41","Data tabulated by year of occurrence","Final figure, complete","2020","330",""
"France","2018","Total","Female","42","Data tabulated by year of occurrence","Final figure, complete","2020","344",""
"France","2018","Total","Female","43","Data tabulated by year of occurrence","Final figure, complete","2020","439",""
"France","2018","Total","Female","44","Data tabulated by year of occurrence","Final figure, complete","2020","510",""
"France","2018","Total","Female","45","Data tabulated by year of occurrence","Final figure, complete","2020","544",""
"France","2018","Total","Female","45 - 49","Data tabulated by year of occurrence","Final figure, complete","2020","3318",""
"France","2018","Total","Female","46","Data tabulated by year of occurrence","Final figure, complete","2020","606",""
"France","2018","Total","Female","47","Data tabulated by year of occurrence","Final figure, complete","2020","629",""
"France","2018","Total","Female","48","Data tabulated by year of occurrence","Final figure, complete","2020","709",""
"France","2018","Total","Female","49","Data tabulated by year of occurrence","Final figure, complete","2020","830",""
"France","2018","Total","Female","50","Data tabulated by year of occurrence","Final figure, complete","2020","859",""
"France","2018","Total","Female","50 - 54","Data tabulated by year of occurrence","Final figure, complete","2020","5204",""
"France","2018","Total","Female","51","Data tabulated by year of occurrence","Final figure, complete","2020","968",""
"France","2018","Total","Female","52","Data tabulated by year of occurrence","Final figure, complete","2020","997",""
"France","2018","Total","Female","53","Data tabulated by year of occurrence","Final figure, complete","2020","1158",""
"France","2018","Total","Female","54","Data tabulated by year of occurrence","Final figure, complete","2020","1222",""
"France","2018","Total","Female","55","Data tabulated by year of occurrence","Final figure, complete","2020","1313",""
"France","2018","Total","Female","55 - 59","Data tabulated by year of occurrence","Final figure, complete","2020","7776",""
"France","2018","Total","Female","56","Data tabulated by year of occurrence","Final figure, complete","2020","1504",""
